,grade,stateabb,leaidC,fips,year,mn_all,mn_asn,mn_blk,mn_fem,mn_hsp,mn_mal,mn_wht,mn_wag,mn_wbg,mn_whg,mn_mfg
99,4,WI,5508410.759259259,55.0,2013.0,223.08528423280418,220.31208785714284,201.21658193548382,226.77239104729745,202.47823152173916,220.3619839867108,225.54797120218555,9.893652785142859,27.86117653548387,24.83250022826087,-6.403268529587818
100,4,WV,5400840.0,54.0,2013.0,211.06391709090911,243.82841000000002,205.8451609090909,218.68538527272727,206.187795,203.56935363636367,211.34550981818182,-25.342484,9.565877672727272,13.9725037,-15.116031731999998
101,4,WY,5603482.833333333,56.0,2013.0,224.59942261904766,231.14213999999998,211.51788,229.50567054054054,213.16459700000001,219.28305944444446,228.04027567567564,-7.988601700000001,11.635651,15.021229439999999,-9.30551892885714
102,5,AK,200369.41379310345,2.0,2013.0,211.2622727586207,226.49316999999996,212.09639333333334,219.35335875,219.3805133333333,208.04227999999998,236.73071416666667,7.700378386,22.817179333333332,15.5330609,-13.709708000000001
103,5,AL,101699.48507462686,1.0,2013.0,224.2098223134328,257.442115,209.85452298076922,229.4201721052632,216.7549588095238,219.2194576865672,237.73667756521732,-3.74631876275,27.247058098705892,25.46473283414634,-9.93532374509774
104,5,AR,506804.2832618026,5.0,2013.0,227.27201412017152,244.1527675,211.44357016129027,237.46081958549237,222.83342941176466,218.73774550264545,232.12032787735836,0.1804447924999999,21.3278194877551,14.57043991852941,-18.221277323005683
105,5,AZ,404879.7083333333,4.0,2013.0,217.66586243055556,240.68460880000006,214.40593177777777,223.56329129032264,214.56032466019417,213.69018428571425,231.24873877777767,-2.7691888263999997,17.6912050744186,14.011395395769231,-9.408368419579832
106,5,CA,621598.132780083,6.0,2013.0,223.12215012448132,243.17677038732393,214.65690569832407,228.50417359805508,212.82560966911765,219.2805192160002,235.35917974591635,-4.75018470608736,20.135713409248552,20.4780757779487,-9.185906626020001
107,5,CO,804485.0593220339,8.0,2013.0,233.07083338983057,245.50579499999992,227.471495,237.6187024731183,223.08083140845065,228.43701447916672,239.2173375247525,1.372930728333333,17.23921388125,16.488916375,-8.93594876516854
108,5,CT,902696.357615894,9.0,2013.0,245.0777305960265,256.15650225806445,222.68716970588235,247.52129102189775,227.2673763461539,242.29541624113475,248.5251097945206,-6.110024085833333,21.262958600000005,18.78886953137255,-5.252630507119256
109,5,DC,1100030.0,11.0,2013.0,215.3,229.19331,207.14551,221.85072000000002,220.44046,208.87022,265.39423,36.200912,58.248718000000004,44.953765999999995,-12.980499
110,5,DE,1000763.75,10.0,2013.0,231.92707437499996,253.1024675,218.74949187500002,235.99730999999997,227.67890416666663,228.187355625,241.885044375,-8.9085272025,23.135552243750002,16.812633358333333,-7.809952762500001
111,5,FL,1201062.5857142857,12.0,2013.0,234.15789071428574,255.49764041666666,218.36036065217388,236.7181040579711,228.0773311904762,232.14604855072466,241.25274381818187,-9.235577883333335,24.541360318181827,15.510168265365856,-4.572055765217393
112,5,GA,1302861.7932960894,13.0,2013.0,225.1751249720671,247.95098736842107,212.67674657718118,228.81435664739882,221.92625463414635,222.93316471590896,236.19337620481926,-2.901135915789473,22.753185193430667,17.955543128048774,-5.684487318493645
113,5,HI,1500030.0,15.0,2013.0,224.925,221.36285,226.86223999999999,230.20581,222.22766000000001,219.8746,246.09627000000003,24.733414,19.234023999999998,23.868607,-10.331207000000001
